data/IMG/center_2020_04_19_21_24_48_878.jpg,data/IMG/left_2020_04_19_21_24_48_878.jpg,data/IMG/right_2020_04_19_21_24_48_878.jpg,0,0,0,2.17E-05
data/IMG/center_2020_04_19_21_24_48_965.jpg,data/IMG/left_2020_04_19_21_24_48_965.jpg,data/IMG/right_2020_04_19_21_24_48_965.jpg,0,0,0,2.20E-05
data/IMG/center_2020_04_19_21_24_49_056.jpg,data/IMG/left_2020_04_19_21_24_49_056.jpg,data/IMG/right_2020_04_19_21_24_49_056.jpg,0,0,0,2.18E-05
data/IMG/center_2020_04_19_21_24_49_144.jpg,data/IMG/left_2020_04_19_21_24_49_144.jpg,data/IMG/right_2020_04_19_21_24_49_144.jpg,0,0,0,2.19E-05
data/IMG/center_2020_04_19_21_24_49_233.jpg,data/IMG/left_2020_04_19_21_24_49_233.jpg,data/IMG/right_2020_04_19_21_24_49_233.jpg,0,0,0,2.20E-05
data/IMG/center_2020_04_19_21_24_49_319.jpg,data/IMG/left_2020_04_19_21_24_49_319.jpg,data/IMG/right_2020_04_19_21_24_49_319.jpg,0,0,0,2.20E-05
data/IMG/center_2020_04_19_21_24_49_399.jpg,data/IMG/left_2020_04_19_21_24_49_399.jpg,data/IMG/right_2020_04_19_21_24_49_399.jpg,0,0,0,2.21E-05
data/IMG/center_2020_04_19_21_24_49_483.jpg,data/IMG/left_2020_04_19_21_24_49_483.jpg,data/IMG/right_2020_04_19_21_24_49_483.jpg,0,0,0,2.21E-05
data/IMG/center_2020_04_19_21_24_49_573.jpg,data/IMG/left_2020_04_19_21_24_49_573.jpg,data/IMG/right_2020_04_19_21_24_49_573.jpg,0,0.0937171,0,0.01963869
data/IMG/center_2020_04_19_21_24_49_663.jpg,data/IMG/left_2020_04_19_21_24_49_663.jpg,data/IMG/right_2020_04_19_21_24_49_663.jpg,0,0.3480542,0,0.2917562
data/IMG/center_2020_04_19_21_24_49_748.jpg,data/IMG/left_2020_04_19_21_24_49_748.jpg,data/IMG/right_2020_04_19_21_24_49_748.jpg,0,0.602706,0,0.7833992
data/IMG/center_2020_04_19_21_24_49_837.jpg,data/IMG/left_2020_04_19_21_24_49_837.jpg,data/IMG/right_2020_04_19_21_24_49_837.jpg,0,0.857646,0,1.529711
data/IMG/center_2020_04_19_21_24_49_914.jpg,data/IMG/left_2020_04_19_21_24_49_914.jpg,data/IMG/right_2020_04_19_21_24_49_914.jpg,0,1,0,2.46402
data/IMG/center_2020_04_19_21_24_50_007.jpg,data/IMG/left_2020_04_19_21_24_50_007.jpg,data/IMG/right_2020_04_19_21_24_50_007.jpg,0,1,0,3.638453
data/IMG/center_2020_04_19_21_24_50_093.jpg,data/IMG/left_2020_04_19_21_24_50_093.jpg,data/IMG/right_2020_04_19_21_24_50_093.jpg,0,1,0,4.57781
