center_2020_04_19_21_24_48_878,0.000000
left_2020_04_19_21_24_48_878,0.200000
right_2020_04_19_21_24_48_878,-0.200000
center_2020_04_19_21_24_48_965,0.000000
left_2020_04_19_21_24_48_965,0.200000
right_2020_04_19_21_24_48_965,-0.200000
center_2020_04_19_21_24_49_056,0.000000
left_2020_04_19_21_24_49_056,0.200000
right_2020_04_19_21_24_49_056,-0.200000
center_2020_04_19_21_24_49_144,0.000000
left_2020_04_19_21_24_49_144,0.200000
right_2020_04_19_21_24_49_144,-0.200000
center_2020_04_19_21_24_49_233,0.000000
left_2020_04_19_21_24_49_233,0.200000
right_2020_04_19_21_24_49_233,-0.200000
center_2020_04_19_21_24_49_319,0.000000
left_2020_04_19_21_24_49_319,0.200000
right_2020_04_19_21_24_49_319,-0.200000
center_2020_04_19_21_24_49_399,0.000000
left_2020_04_19_21_24_49_399,0.200000
right_2020_04_19_21_24_49_399,-0.200000
center_2020_04_19_21_24_49_483,0.000000
left_2020_04_19_21_24_49_483,0.200000
right_2020_04_19_21_24_49_483,-0.200000
center_2020_04_19_21_24_49_573,0.000000
left_2020_04_19_21_24_49_573,0.200000
right_2020_04_19_21_24_49_573,-0.200000
center_2020_04_19_21_24_49_663,0.000000
left_2020_04_19_21_24_49_663,0.200000
right_2020_04_19_21_24_49_663,-0.200000
center_2020_04_19_21_24_49_748,0.000000
left_2020_04_19_21_24_49_748,0.200000
right_2020_04_19_21_24_49_748,-0.200000
center_2020_04_19_21_24_49_837,0.000000
left_2020_04_19_21_24_49_837,0.200000
right_2020_04_19_21_24_49_837,-0.200000
center_2020_04_19_21_24_49_914,0.000000
left_2020_04_19_21_24_49_914,0.200000
right_2020_04_19_21_24_49_914,-0.200000
center_2020_04_19_21_24_50_007,0.000000
left_2020_04_19_21_24_50_007,0.200000
right_2020_04_19_21_24_50_007,-0.200000
center_2020_04_19_21_24_50_093,0.000000
left_2020_04_19_21_24_50_093,0.200000
right_2020_04_19_21_24_50_093,-0.200000
center_2020_04_19_21_24_50_183,0.000000
left_2020_04_19_21_24_50_183,0.200000
right_2020_04_19_21_24_50_183,-0.200000
center_2020_04_19_21_24_50_267,0.000000
left_2020_04_19_21_24_50_267,0.200000
right_2020_04_19_21_24_50_267,-0.200000
center_2020_04_19_21_24_50_349,0.000000
left_2020_04_19_21_24_50_349,0.200000
right_2020_04_19_21_24_50_349,-0.200000
center_2020_04_19_21_24_50_433,0.000000
left_2020_04_19_21_24_50_433,0.200000
right_2020_04_19_21_24_50_433,-0.200000
center_2020_04_19_21_24_50_521,0.000000
left_2020_04_19_21_24_50_521,0.200000
right_2020_04_19_21_24_50_521,-0.200000
center_2020_04_19_21_24_50_612,0.000000
left_2020_04_19_21_24_50_612,0.200000
right_2020_04_19_21_24_50_612,-0.200000
center_2020_04_19_21_24_50_699,0.000000
left_2020_04_19_21_24_50_699,0.200000
right_2020_04_19_21_24_50_699,-0.200000
center_2020_04_19_21_24_50_784,0.000000
left_2020_04_19_21_24_50_784,0.200000
right_2020_04_19_21_24_50_784,-0.200000
center_2020_04_19_21_24_50_879,0.000000
left_2020_04_19_21_24_50_879,0.200000
right_2020_04_19_21_24_50_879,-0.200000
center_2020_04_19_21_24_50_967,0.000000
left_2020_04_19_21_24_50_967,0.200000
right_2020_04_19_21_24_50_967,-0.200000
center_2020_04_19_21_24_51_066,0.000000
left_2020_04_19_21_24_51_066,0.200000
right_2020_04_19_21_24_51_066,-0.200000
center_2020_04_19_21_24_51_152,0.000000
left_2020_04_19_21_24_51_152,0.200000
right_2020_04_19_21_24_51_152,-0.200000
center_2020_04_19_21_24_51_241,0.000000
left_2020_04_19_21_24_51_241,0.200000
right_2020_04_19_21_24_51_241,-0.200000
center_2020_04_19_21_24_51_308,0.000000
left_2020_04_19_21_24_51_308,0.200000
right_2020_04_19_21_24_51_308,-0.200000
center_2020_04_19_21_24_51_388,0.000000
left_2020_04_19_21_24_51_388,0.200000
right_2020_04_19_21_24_51_388,-0.200000
center_2020_04_19_21_24_51_477,0.000000
left_2020_04_19_21_24_51_477,0.200000
right_2020_04_19_21_24_51_477,-0.200000
center_2020_04_19_21_24_51_561,0.000000
left_2020_04_19_21_24_51_561,0.200000
right_2020_04_19_21_24_51_561,-0.200000
center_2020_04_19_21_24_51_645,0.000000
left_2020_04_19_21_24_51_645,0.200000
right_2020_04_19_21_24_51_645,-0.200000
center_2020_04_19_21_24_51_730,0.000000
left_2020_04_19_21_24_51_730,0.200000
right_2020_04_19_21_24_51_730,-0.200000
center_2020_04_19_21_24_51_821,0.000000
left_2020_04_19_21_24_51_821,0.200000
right_2020_04_19_21_24_51_821,-0.200000
center_2020_04_19_21_24_51_911,0.000000
left_2020_04_19_21_24_51_911,0.200000
right_2020_04_19_21_24_51_911,-0.200000
center_2020_04_19_21_24_52_007,0.000000
left_2020_04_19_21_24_52_007,0.200000
right_2020_04_19_21_24_52_007,-0.200000
center_2020_04_19_21_24_52_097,0.000000
left_2020_04_19_21_24_52_097,0.200000
right_2020_04_19_21_24_52_097,-0.200000
center_2020_04_19_21_24_52_182,0.000000
left_2020_04_19_21_24_52_182,0.200000
right_2020_04_19_21_24_52_182,-0.200000
center_2020_04_19_21_24_52_265,0.000000
left_2020_04_19_21_24_52_265,0.200000
right_2020_04_19_21_24_52_265,-0.200000
center_2020_04_19_21_24_52_350,0.000000
left_2020_04_19_21_24_52_350,0.200000
right_2020_04_19_21_24_52_350,-0.200000
center_2020_04_19_21_24_52_435,0.000000
left_2020_04_19_21_24_52_435,0.200000
right_2020_04_19_21_24_52_435,-0.200000
center_2020_04_19_21_24_52_516,0.000000
left_2020_04_19_21_24_52_516,0.200000
right_2020_04_19_21_24_52_516,-0.200000
center_2020_04_19_21_24_52_600,0.000000
left_2020_04_19_21_24_52_600,0.200000
right_2020_04_19_21_24_52_600,-0.200000
center_2020_04_19_21_24_52_690,0.000000
left_2020_04_19_21_24_52_690,0.200000
right_2020_04_19_21_24_52_690,-0.200000
center_2020_04_19_21_24_52_778,0.000000
left_2020_04_19_21_24_52_778,0.200000
right_2020_04_19_21_24_52_778,-0.200000
center_2020_04_19_21_24_52_870,0.000000
left_2020_04_19_21_24_52_870,0.200000
right_2020_04_19_21_24_52_870,-0.200000
center_2020_04_19_21_24_52_964,0.000000
left_2020_04_19_21_24_52_964,0.200000
